SMI-Family
ISIN;CH0009980894;;;;CH0019399820;;;;CH0019399838;;;;CH0019399853;;;;CH0019399861;;;;CH0009987501;CH0017810976
SYMBOL;SMI;;;;SMIMC;;;;SMIM;;;;SMIEXC;;;;SMIEXP;;;;SXGE;SPIEX
NAME;SMI®;;;;SMIM® TR;;;;SMIM PR;;;;SMI Expanded TM TR;;;;SMI Expanded PR;;;;SPI® Gesamt Index TR;SPI Extra® TR
;Price;;;;Total-Return;;;;Price-Index;;;;Total-Return;;;;Price-Index;;;;Total-Return;Total-Return
YTDPerf.%;-8.190;-9.200;-8.270;-9.300;4.520;3.860;4.460;3.520;2.460;1.810;2.400;1.480;-4.000;-5.040;-4.140;-5.170;-6.950;-7.960;-7.090;-8.080;-4.590;2.900;
Date;Open;Close;High;Low;Open;Close;High;Low;Open;Close;High;Low;Open;Close;High;Low;Open;Close;High;Low;Close;Close;
29.12.2017;9377.06;9381.87;9398.27;9358.13;3587.27;3578.16;3589.84;3573.60;2598.89;2592.29;2600.75;2588.99;2116.96;2116.85;2120.47;2111.69;1348.91;1348.84;1351.15;1345.55;10751.51;4299.41;
28.12.2017;9431.69;9405.80;9436.55;9401.38;3594.31;3593.67;3602.85;3590.04;2603.99;2603.53;2610.18;2600.90;2128.33;2122.61;2129.36;2121.52;1356.16;1352.51;1356.81;1351.81;10779.42;4312.72;
27.12.2017;9386.20;9430.44;9446.40;9386.20;3582.47;3599.83;3602.90;3569.36;2595.41;2607.99;2610.22;2585.91;2118.86;2127.82;2131.39;2118.00;1350.12;1355.83;1358.10;1349.57;10803.98;4317.42;
22.12.2017;9409.61;9394.49;9439.11;9388.04;3584.25;3581.83;3588.19;3576.46;2596.71;2594.95;2599.56;2591.06;2122.04;2118.88;2128.69;2118.06;1352.15;1350.13;1356.39;1349.62;10756.39;4292.60;
21.12.2017;9304.25;9424.67;9433.46;9288.07;3562.42;3580.66;3586.53;3557.87;2580.89;2594.10;2598.35;2577.59;2099.83;2124.36;2126.48;2096.41;1338.00;1353.63;1354.98;1335.82;10780.76;4288.64;
20.12.2017;9392.42;9314.83;9407.56;9314.83;3587.64;3565.05;3590.88;3559.17;2599.16;2582.79;2601.51;2578.54;2119.73;2101.78;2123.00;2101.73;1350.68;1339.24;1352.76;1339.21;10671.60;4271.28;
19.12.2017;9452.72;9399.17;9468.84;9399.17;3582.45;3584.09;3589.46;3575.88;2595.40;2596.59;2600.48;2590.64;2130.69;2120.88;2134.96;2120.83;1357.66;1351.41;1360.38;1351.38;10764.36;4291.35;
18.12.2017;9432.78;9452.32;9460.15;9418.62;3566.61;3584.05;3589.09;3566.60;2583.92;2596.56;2600.21;2583.91;2127.61;2131.38;2133.14;2125.00;1355.70;1358.10;1359.22;1354.04;10811.74;4286.85;
15.12.2017;9392.24;9394.71;9416.37;9364.19;3559.85;3555.07;3562.16;3540.13;2579.03;2575.56;2580.70;2564.74;2120.26;2119.02;2124.14;2112.75;1351.02;1350.22;1353.49;1346.23;10748.35;4254.40;
14.12.2017;9366.30;9383.02;9416.16;9350.62;3550.02;3560.00;3572.91;3546.37;2571.91;2579.14;2588.49;2569.26;2114.98;2117.99;2125.17;2110.89;1347.65;1349.57;1354.14;1345.04;10742.59;4256.32;
13.12.2017;9331.33;9394.55;9406.28;9323.58;3542.93;3556.29;3559.54;3540.05;2566.77;2576.45;2578.80;2564.68;2106.87;2120.52;2123.00;2105.45;1342.48;1351.18;1352.76;1341.58;10752.01;4248.28;
12.12.2017;9319.68;9361.41;9361.41;9286.59;3546.39;3551.32;3552.75;3536.77;2569.27;2572.85;2573.88;2562.30;2104.54;2113.69;2113.71;2098.16;1340.99;1346.83;1346.84;1336.93;10720.02;4244.99;
11.12.2017;9336.80;9314.76;9343.24;9306.61;3570.71;3551.02;3579.01;3544.55;2586.90;2572.63;2592.91;2567.94;2110.54;2104.39;2112.42;2102.43;1344.82;1340.90;1346.02;1339.65;10675.25;4242.95;
08.12.2017;9303.49;9319.16;9330.57;9284.52;3559.82;3576.98;3580.76;3558.37;2579.00;2591.43;2594.17;2577.95;2104.01;2107.64;2110.19;2099.84;1340.66;1342.97;1344.60;1338.00;10690.20;4262.01;
07.12.2017;9325.12;9270.57;9342.67;9261.38;3548.39;3549.96;3564.17;3542.53;2570.72;2571.86;2582.15;2566.48;2107.29;2096.22;2110.98;2094.48;1342.75;1335.70;1345.10;1334.59;10632.63;4233.72;
06.12.2017;9228.04;9309.99;9320.77;9214.37;3519.73;3544.77;3546.44;3505.40;2549.96;2568.10;2569.31;2539.58;2085.18;2103.53;2106.15;2081.54;1328.66;1340.35;1342.02;1326.34;10663.29;4221.99;
05.12.2017;9316.06;9288.92;9350.28;9282.74;3546.31;3549.65;3559.24;3526.60;2569.21;2571.64;2578.59;2554.94;2104.30;2099.36;2111.80;2096.59;1340.84;1337.70;1345.62;1335.93;10645.83;4230.22;
04.12.2017;9330.15;9328.63;9384.01;9313.98;3541.39;3553.47;3569.55;3539.67;2565.65;2574.40;2586.05;2564.41;2107.58;2107.12;2118.78;2103.45;1342.94;1342.64;1350.07;1340.30;10684.88;4238.08;
01.12.2017;9314.90;9274.55;9365.55;9272.12;3545.13;3517.72;3551.36;3517.72;2568.36;2548.50;2572.88;2548.50;2104.38;2093.66;2114.29;2093.54;1340.90;1334.06;1347.21;1333.99;10618.31;4204.56;
30.11.2017;9304.05;9318.77;9370.01;9287.92;3520.65;3551.06;3558.76;3505.93;2550.63;2572.66;2578.24;2539.97;2099.99;2105.05;2114.55;2096.73;1338.10;1341.32;1347.37;1336.02;10674.94;4235.97;
29.11.2017;9347.54;9304.42;9363.52;9302.38;3570.20;3531.32;3576.41;3531.32;2586.53;2558.36;2591.02;2558.36;2112.15;2101.28;2116.51;2101.28;1345.84;1338.92;1348.62;1338.92;10655.04;4216.51;
28.11.2017;9279.54;9320.44;9327.75;9277.36;3546.93;3564.25;3566.80;3546.83;2569.66;2582.22;2584.06;2569.59;2097.68;2107.77;2109.30;2097.55;1336.63;1343.05;1344.03;1336.55;10687.38;4245.22;
27.11.2017;9305.33;9264.39;9341.04;9264.39;3550.27;3545.20;3564.50;3540.44;2572.09;2568.41;2582.40;2564.97;2102.13;2094.66;2110.45;2094.66;1339.46;1334.70;1344.77;1334.70;10624.71;4228.97;
24.11.2017;9324.02;9325.60;9350.41;9299.57;3555.22;3556.56;3569.50;3548.65;2575.67;2576.65;2586.02;2570.91;2106.93;2107.21;2112.90;2101.52;1342.52;1342.70;1346.32;1339.07;10688.03;4246.07;
23.11.2017;9264.37;9315.56;9328.89;9249.87;3533.98;3554.57;3562.62;3526.74;2560.28;2575.20;2581.03;2555.04;2090.67;2105.00;2107.96;2089.55;1332.16;1341.29;1343.18;1331.45;10675.80;4240.91;
22.11.2017;9323.23;9291.84;9361.36;9291.84;3568.59;3547.60;3578.97;3547.60;2585.36;2570.15;2592.88;2570.15;2106.80;2099.38;2114.88;2099.38;1342.44;1337.71;1347.58;1337.71;10650.89;4238.82;
21.11.2017;9280.83;9324.53;9350.72;9261.05;3543.46;3571.42;3577.11;3531.55;2567.15;2587.41;2591.53;2558.52;2096.33;2108.03;2113.73;2092.73;1335.77;1343.22;1346.85;1333.47;10692.18;4258.02;
20.11.2017;9253.58;9299.61;9317.28;9232.45;3514.93;3549.53;3550.51;3511.17;2546.48;2571.55;2572.26;2543.76;2087.97;2101.32;2104.65;2085.82;1330.44;1338.95;1341.07;1329.07;10654.77;4229.47;
17.11.2017;9137.77;9183.61;9183.61;9119.82;3517.78;3516.19;3527.11;3507.45;2548.55;2547.40;2555.31;2541.07;2069.34;2077.34;2077.34;2064.00;1318.57;1323.67;1323.67;1315.17;10533.22;4186.79;
16.11.2017;9092.32;9146.82;9165.32;9090.52;3475.32;3521.03;3528.52;3474.92;2517.79;2550.90;2556.33;2517.50;2056.56;2070.10;2074.25;2055.93;1310.43;1319.05;1321.70;1310.02;10499.32;4191.05;
15.11.2017;9095.64;9089.55;9107.35;9045.80;3483.06;3472.79;3484.73;3458.91;2523.39;2515.96;2524.61;2505.90;2058.60;2055.38;2059.39;2046.01;1311.72;1309.67;1312.23;1303.70;10422.33;4138.76;
14.11.2017;9160.35;9130.48;9194.45;9101.34;3498.24;3497.40;3528.99;3493.77;2534.40;2533.79;2556.67;2531.15;2070.65;2065.09;2079.96;2059.31;1319.40;1315.86;1325.34;1312.18;10472.64;4166.72;
13.11.2017;9174.70;9162.74;9192.56;9105.93;3497.15;3494.88;3507.12;3470.00;2533.61;2531.95;2540.83;2513.94;2073.93;2071.45;2077.81;2058.50;1321.49;1319.91;1323.97;1311.66;10500.05;4159.51;
10.11.2017;9176.51;9134.16;9190.39;9123.60;3514.93;3514.01;3527.32;3505.40;2546.49;2545.82;2555.46;2539.58;2073.91;2066.34;2077.60;2063.61;1321.48;1316.66;1323.83;1314.92;10483.15;4188.88;
09.11.2017;9261.26;9177.82;9283.42;9155.65;3563.45;3519.23;3567.77;3509.31;2581.63;2549.60;2584.77;2542.41;2095.99;2074.93;2099.47;2070.47;1335.55;1322.13;1337.77;1319.29;10524.10;4193.74;
08.11.2017;9233.60;9265.83;9265.83;9201.56;3562.10;3566.49;3566.87;3549.91;2580.65;2583.83;2584.11;2571.83;2089.06;2095.78;2095.81;2081.67;1331.14;1335.42;1335.44;1326.42;10631.21;4247.72;
07.11.2017;9298.48;9220.16;9302.40;9212.55;3574.87;3560.28;3575.10;3558.07;2589.91;2579.33;2590.07;2577.73;2103.22;2086.06;2103.72;2084.68;1340.16;1329.22;1340.48;1328.34;10585.67;4243.67;
06.11.2017;9305.48;9288.78;9327.74;9288.78;3577.72;3573.07;3582.97;3564.63;2591.97;2588.61;2595.78;2582.49;2104.89;2101.05;2109.34;2101.05;1341.22;1338.77;1344.05;1338.77;10657.75;4256.23;
03.11.2017;9276.87;9322.05;9322.05;9267.97;3546.49;3575.20;3576.36;3544.73;2569.35;2590.15;2590.98;2568.08;2095.64;2107.71;2107.82;2094.06;1335.33;1343.02;1343.09;1334.32;10691.91;4263.43;
02.11.2017;9265.40;9279.65;9285.94;9226.23;3566.87;3543.55;3575.75;3527.25;2584.11;2567.22;2590.55;2555.41;2094.94;2096.16;2097.95;2084.85;1334.88;1335.66;1336.80;1328.45;10633.71;4231.69;
01.11.2017;9268.90;9267.82;9299.24;9256.33;3553.02;3566.59;3572.30;3552.89;2574.08;2583.91;2588.04;2573.98;2095.46;2096.23;2102.28;2093.58;1335.21;1335.70;1339.56;1334.01;10639.20;4259.84;
31.10.2017;9178.07;9242.18;9253.30;9165.12;3532.22;3549.47;3549.64;3525.24;2559.01;2571.51;2571.63;2553.95;2075.24;2089.55;2091.55;2072.71;1322.33;1331.44;1332.72;1320.71;10604.40;4240.09;
30.10.2017;9147.13;9175.50;9203.94;9130.33;3529.48;3532.81;3539.23;3524.14;2557.03;2559.44;2564.09;2553.16;2067.14;2074.69;2080.65;2064.80;1317.16;1321.98;1325.78;1315.68;10529.66;4217.78;
27.10.2017;9200.11;9183.42;9254.36;9168.24;3518.17;3527.30;3531.34;3511.44;2548.83;2555.45;2558.37;2543.96;2077.75;2075.25;2089.69;2071.94;1323.93;1322.34;1331.53;1320.22;10531.06;4211.05;
26.10.2017;9071.88;9200.08;9200.08;9071.88;3478.05;3516.31;3516.31;3476.27;2519.76;2547.48;2547.48;2518.48;2051.10;2077.70;2077.70;2050.29;1306.94;1323.89;1323.89;1306.43;10543.37;4204.21;
25.10.2017;9191.73;9084.04;9202.58;9062.64;3462.58;3474.83;3490.16;3459.55;2508.56;2517.43;2528.54;2506.36;2073.03;2051.64;2075.08;2047.13;1320.92;1307.29;1322.22;1304.41;10415.97;4163.36;
24.10.2017;9243.07;9194.84;9244.71;9185.72;3462.01;3462.41;3488.23;3460.46;2508.14;2508.43;2527.14;2507.02;2083.44;2073.29;2084.93;2071.41;1327.55;1321.09;1328.50;1319.89;10518.84;4155.34;
23.10.2017;9239.23;9248.49;9277.00;9229.46;3442.32;3460.91;3464.91;3440.85;2493.88;2507.35;2510.25;2492.82;2081.13;2084.19;2090.19;2079.41;1326.08;1328.03;1331.86;1324.99;10570.86;4155.43;
20.10.2017;9272.41;9237.13;9279.08;9213.76;3440.28;3442.54;3451.09;3438.10;2492.40;2494.04;2500.23;2490.82;2089.29;2080.96;2089.50;2076.24;1331.28;1325.97;1331.41;1322.96;10554.08;4138.16;
19.10.2017;9285.31;9233.52;9300.29;9222.54;3452.31;3433.00;3454.03;3418.93;2501.11;2487.13;2502.36;2476.93;2090.57;2079.93;2094.09;2076.71;1332.09;1325.32;1334.34;1323.27;10547.64;4127.61;
18.10.2017;9258.65;9309.61;9318.04;9256.52;3440.10;3454.23;3461.76;3437.29;2493.01;2503.25;2508.71;2490.98;2085.38;2096.45;2098.23;2084.32;1328.84;1335.90;1337.03;1328.17;10634.71;4162.52;
17.10.2017;9291.06;9269.86;9307.69;9249.82;3455.07;3440.37;3455.81;3430.37;2503.86;2493.20;2504.40;2485.96;2093.44;2086.99;2095.18;2082.53;1333.98;1329.87;1335.09;1327.02;10586.57;4144.74;
16.10.2017;9299.73;9274.59;9310.05;9271.14;3468.60;3451.95;3469.85;3443.19;2513.67;2501.60;2514.57;2495.25;2095.21;2089.23;2096.99;2088.53;1335.10;1331.30;1336.24;1330.85;10600.13;4159.73;
13.10.2017;9304.29;9311.69;9312.96;9280.03;3466.67;3473.95;3474.87;3454.83;2512.27;2517.54;2518.21;2503.69;2096.82;2098.08;2098.26;2090.78;1336.13;1336.93;1337.05;1332.28;10643.34;4179.58;
12.10.2017;9282.45;9297.34;9301.90;9257.02;3448.99;3463.31;3465.49;3448.32;2499.45;2509.83;2511.41;2498.97;2089.95;2094.12;2095.19;2085.14;1331.75;1334.41;1335.09;1328.69;10625.26;4172.69;
11.10.2017;9275.21;9265.34;9287.80;9258.32;3450.24;3446.39;3455.88;3441.10;2500.36;2497.57;2504.45;2493.73;2089.48;2086.19;2091.02;2084.42;1331.45;1329.36;1332.43;1328.23;10585.00;4153.88;
10.10.2017;9259.19;9267.17;9282.40;9247.81;3435.74;3445.32;3451.58;3435.59;2489.85;2496.79;2501.33;2489.74;2084.76;2086.35;2089.86;2082.43;1328.45;1329.46;1331.69;1326.96;10583.56;4148.62;
09.10.2017;9251.81;9259.34;9272.27;9241.32;3423.74;3433.39;3436.14;3422.76;2481.16;2488.15;2490.14;2480.44;2080.57;2083.99;2085.92;2080.15;1325.77;1327.95;1329.19;1325.51;10571.48;4137.56;
06.10.2017;9273.34;9252.12;9289.13;9239.37;3448.65;3425.07;3449.82;3422.81;2499.21;2482.12;2500.05;2480.48;2087.87;2081.56;2090.73;2078.99;1330.43;1326.40;1332.25;1324.77;10558.31;4127.72;
05.10.2017;9270.80;9262.66;9277.82;9248.70;3443.51;3449.37;3455.13;3443.15;2495.48;2499.73;2503.90;2495.22;2087.27;2085.40;2088.91;2082.71;1330.05;1328.85;1331.09;1327.14;10577.21;4147.88;
04.10.2017;9275.36;9283.97;9284.79;9251.49;3436.71;3448.08;3448.08;3431.42;2490.55;2498.79;2498.79;2486.72;2086.74;2089.74;2089.74;2082.67;1329.71;1331.62;1331.62;1327.11;10596.59;4144.61;
03.10.2017;9256.31;9283.74;9284.09;9244.52;3425.93;3439.91;3439.91;3416.71;2482.74;2492.87;2492.87;2476.06;2081.97;2088.98;2088.98;2079.69;1326.67;1331.14;1331.14;1325.22;10592.13;4136.56;
02.10.2017;9177.03;9242.15;9242.15;9174.65;3405.13;3413.52;3413.52;3396.35;2467.67;2473.74;2473.74;2461.31;2064.93;2078.37;2078.37;2064.15;1315.81;1324.38;1324.38;1315.31;10540.37;4112.87;
29.09.2017;9107.17;9157.46;9157.46;9097.34;3373.27;3394.78;3394.78;3372.98;2444.58;2460.17;2460.17;2444.37;2049.34;2059.55;2059.55;2046.62;1305.87;1312.38;1312.38;1304.14;10447.33;4089.92;
28.09.2017;9089.32;9112.16;9123.48;9075.89;3353.01;3374.12;3374.12;3343.00;2429.89;2445.19;2445.19;2422.64;2043.22;2049.43;2050.08;2040.49;1301.97;1305.93;1306.35;1300.24;10394.99;4064.70;
27.09.2017;9118.85;9098.58;9144.78;9096.92;3357.00;3346.80;3358.22;3334.90;2432.79;2425.40;2433.67;2416.77;2052.42;2045.20;2055.64;2044.26;1307.84;1303.24;1309.89;1302.64;10368.34;4030.09;
26.09.2017;9122.51;9113.65;9156.02;9096.84;3374.36;3353.10;3374.40;3352.96;2445.37;2429.96;2445.40;2429.86;2052.28;2049.69;2059.15;2045.91;1307.75;1306.10;1312.12;1303.69;10389.87;4035.63;
25.09.2017;9124.15;9140.47;9167.35;9114.03;3388.15;3382.71;3391.70;3380.67;2455.36;2451.42;2457.93;2449.94;2052.69;2056.02;2061.82;2050.39;1308.01;1310.13;1313.83;1306.55;10424.77;4068.54;
22.09.2017;9142.59;9136.72;9156.41;9125.81;3383.37;3390.78;3396.09;3381.14;2453.43;2458.80;2462.65;2451.81;2057.37;2055.23;2059.46;2052.87;1311.10;1309.73;1312.43;1308.23;10421.04;4074.81;
21.09.2017;9111.55;9134.13;9144.12;9110.27;3396.99;3382.73;3403.63;3378.92;2463.31;2452.97;2468.12;2450.20;2051.23;2053.99;2056.34;2050.71;1307.18;1308.94;1310.44;1306.86;10415.72;4069.69;
20.09.2017;9072.47;9095.65;9116.92;9072.47;3389.73;3390.46;3396.83;3386.53;2458.04;2458.57;2463.19;2455.72;2044.31;2047.76;2052.96;2044.26;1302.78;1304.98;1308.29;1302.75;10386.81;4076.57;
19.09.2017;9043.16;9093.20;9096.86;9031.98;3397.23;3397.55;3406.19;3394.05;2463.48;2463.71;2469.98;2461.17;2037.40;2046.70;2047.65;2034.44;1299.38;1305.31;1305.92;1297.49;10380.83;4080.00;
18.09.2017;9062.70;9048.11;9071.34;9037.35;3384.77;3392.82;3393.84;3380.91;2454.44;2460.28;2461.02;2451.64;2038.42;2037.63;2042.32;2035.41;1300.03;1299.52;1302.52;1298.11;10336.35;4073.01;
15.09.2017;9049.48;9028.05;9057.60;9001.88;3390.02;3369.06;3390.44;3364.52;2458.25;2443.05;2458.56;2439.76;2037.36;2031.97;2038.84;2026.72;1299.35;1295.91;1300.29;1292.56;10306.40;4048.12;
14.09.2017;9039.03;9071.43;9071.43;9033.41;3378.42;3390.46;3391.84;3370.62;2449.84;2458.57;2459.57;2444.18;2035.01;2042.15;2042.15;2034.02;1297.85;1302.40;1302.40;1297.22;10357.63;4071.06;
13.09.2017;9044.21;9053.83;9075.66;9023.55;3391.32;3382.91;3392.37;3369.53;2459.19;2453.09;2459.95;2443.39;2036.44;2038.11;2042.45;2031.15;1298.76;1299.83;1302.60;1295.39;10336.27;4060.59;
12.09.2017;9021.31;9053.62;9053.95;9007.44;3393.70;3397.69;3411.79;3392.44;2460.92;2463.81;2474.04;2460.01;2034.33;2039.24;2039.33;2030.20;1297.42;1300.55;1300.60;1294.78;10340.45;4069.54;
11.09.2017;8925.53;8982.23;8984.38;8925.49;3333.04;3366.05;3368.39;3333.04;2416.93;2440.87;2442.56;2416.93;2010.76;2022.77;2022.98;2010.68;1282.39;1290.05;1290.18;1282.33;10260.20;4040.11;
08.09.2017;8886.65;8912.05;8923.18;8877.70;3306.54;3323.71;3325.04;3302.51;2397.72;2410.17;2411.13;2394.79;1998.30;2005.70;2007.79;1997.38;1274.44;1279.16;1280.49;1273.85;10175.26;3998.74;
07.09.2017;8875.65;8906.66;8921.27;8834.36;3289.12;3311.18;3314.74;3285.36;2385.08;2401.08;2403.66;2382.36;1995.20;2003.66;2006.73;1987.86;1272.47;1277.86;1279.82;1267.78;10166.32;3990.63;
06.09.2017;8809.65;8859.47;8874.25;8797.08;3279.61;3278.72;3286.37;3268.60;2378.19;2377.54;2383.09;2370.20;1981.88;1991.86;1995.33;1978.97;1263.97;1270.33;1272.54;1262.11;10107.10;3958.51;
05.09.2017;8861.15;8869.56;8929.57;8858.43;3296.30;3293.58;3311.05;3289.87;2390.29;2388.31;2400.99;2385.63;1993.36;1995.01;2008.08;1993.13;1271.29;1272.34;1280.68;1271.14;10123.77;3973.59;
04.09.2017;8874.86;8864.46;8901.06;8856.76;3287.39;3291.75;3296.80;3283.71;2383.83;2386.99;2390.65;2381.16;1995.64;1993.87;2001.25;1992.09;1272.74;1271.61;1276.32;1270.48;10117.67;3970.72;
01.09.2017;8944.65;8941.62;8949.28;8917.24;3302.85;3313.62;3319.08;3301.82;2395.04;2402.85;2406.81;2394.29;2009.89;2010.69;2012.29;2005.42;1281.83;1282.34;1283.37;1278.98;10200.85;3995.29;
31.08.2017;8890.93;8925.45;8940.56;8867.47;3283.43;3299.73;3305.78;3283.43;2380.96;2392.77;2397.16;2380.96;1999.28;2006.43;2009.84;1994.12;1275.07;1279.62;1281.80;1271.78;10177.22;3977.43;
30.08.2017;8872.95;8851.26;8876.72;8827.43;3262.62;3272.22;3277.09;3256.16;2365.87;2372.83;2376.36;2361.18;1993.39;1989.74;1994.95;1983.97;1271.31;1268.98;1272.31;1265.30;10095.32;3949.90;
29.08.2017;8802.84;8814.54;8832.73;8752.21;3261.60;3239.33;3264.80;3225.89;2365.13;2348.98;2367.44;2339.23;1979.92;1979.96;1983.72;1966.86;1262.72;1262.75;1265.14;1254.39;10043.93;3914.03;
28.08.2017;8875.49;8864.23;8894.32;8856.66;3287.59;3278.63;3291.76;3276.48;2383.97;2377.48;2387.00;2375.92;1995.69;1992.79;1999.61;1991.94;1272.78;1270.92;1275.28;1270.38;10112.58;3960.73;
25.08.2017;8935.22;8906.18;8961.98;8904.88;3303.19;3298.57;3310.13;3292.17;2395.29;2391.93;2400.32;2387.30;2009.27;2002.57;2014.38;2002.13;1281.44;1277.16;1284.69;1276.88;10165.55;3989.94;
24.08.2017;8968.77;8943.04;8980.77;8933.34;3310.79;3307.98;3319.45;3303.16;2400.80;2398.76;2407.07;2395.26;2014.96;2010.52;2018.57;2008.75;1285.07;1282.23;1287.37;1281.10;10202.21;3995.37;
23.08.2017;8954.88;8958.49;8964.25;8916.89;3307.10;3305.36;3316.97;3299.31;2398.12;2396.86;2405.28;2392.47;2013.54;2013.33;2015.26;2005.12;1284.16;1284.03;1285.25;1278.79;10218.79;4000.13;
22.08.2017;8944.43;8963.83;8972.91;8918.86;3283.14;3309.32;3309.73;3281.90;2380.75;2399.73;2400.03;2379.85;2009.32;2014.69;2016.44;2003.77;1281.47;1284.89;1286.01;1277.93;10228.00;4008.90;
21.08.2017;8866.20;8883.78;8934.73;8856.61;3260.27;3265.73;3286.47;3258.52;2364.16;2368.12;2383.16;2362.89;1990.96;1995.59;2007.19;1989.71;1269.76;1272.71;1280.11;1268.96;10132.53;3964.67;
18.08.2017;8876.62;8874.35;8885.27;8850.19;3262.87;3258.81;3262.87;3240.40;2366.05;2363.10;2366.05;2349.76;1993.56;1993.20;1994.99;1987.77;1271.42;1271.19;1272.33;1267.73;10123.34;3963.66;
17.08.2017;8958.69;8945.40;9003.19;8942.78;3272.67;3284.14;3293.93;3269.39;2373.15;2381.47;2388.57;2370.78;2009.25;2009.10;2020.93;2008.14;1281.42;1281.33;1288.87;1280.72;10201.31;3989.07;
16.08.2017;9038.46;9037.92;9070.30;9035.78;3275.80;3282.78;3289.06;3275.80;2375.43;2380.48;2385.04;2375.43;2026.91;2027.09;2033.87;2026.70;1292.68;1292.80;1297.13;1292.55;10285.86;3987.38;
15.08.2017;9051.50;9012.52;9067.18;8991.54;3283.49;3268.77;3294.73;3264.44;2381.00;2370.33;2389.15;2367.19;2030.39;2021.01;2033.59;2016.60;1294.91;1288.92;1296.95;1286.11;10255.28;3972.75;
14.08.2017;8941.34;9031.27;9039.82;8934.28;3241.86;3276.89;3281.79;3241.86;2352.22;2377.63;2381.19;2352.22;2004.74;2025.32;2027.37;2004.74;1278.64;1291.77;1293.08;1278.64;10276.92;3981.65;
11.08.2017;8905.38;8884.04;8920.53;8863.36;3225.55;3223.29;3231.89;3196.58;2340.38;2338.75;2344.98;2319.36;1996.12;1992.29;2000.09;1986.27;1273.15;1270.70;1275.68;1266.86;10112.23;3922.58;
10.08.2017;9033.34;8949.86;9045.06;8947.84;3285.10;3243.20;3285.22;3243.14;2383.59;2353.19;2383.68;2353.15;2024.74;2006.73;2028.26;2006.38;1291.40;1279.92;1293.64;1279.69;10187.53;3952.40;
09.08.2017;9084.58;9027.15;9089.60;9005.86;3305.48;3287.69;3309.81;3276.14;2398.38;2385.47;2401.52;2377.09;2037.99;2025.37;2039.20;2020.64;1299.85;1291.80;1300.62;1288.78;10282.86;4001.59;
08.08.2017;9147.15;9162.33;9189.52;9140.23;3337.60;3332.91;3345.39;3324.88;2421.69;2418.29;2427.34;2412.45;2051.90;2055.38;2060.85;2051.24;1308.72;1310.94;1314.43;1308.30;10431.16;4049.88;
07.08.2017;9187.94;9155.13;9198.45;9140.91;3348.47;3336.13;3352.61;3330.42;2429.57;2420.62;2432.57;2416.48;2061.42;2054.23;2063.82;2051.29;1314.79;1310.21;1316.33;1308.34;10425.43;4051.75;
04.08.2017;9122.78;9176.99;9187.04;9110.86;3324.92;3342.48;3345.09;3312.13;2412.48;2425.23;2427.12;2403.21;2046.72;2059.00;2061.13;2043.73;1305.42;1313.25;1314.61;1303.52;10448.96;4058.63;
03.08.2017;9118.76;9136.61;9159.23;9092.19;3323.71;3327.21;3334.09;3312.52;2411.61;2414.15;2419.14;2403.49;2045.24;2049.90;2054.66;2040.08;1304.48;1307.45;1310.49;1301.18;10402.86;4040.52;
02.08.2017;9088.14;9122.68;9142.62;9073.29;3310.75;3324.51;3341.56;3309.85;2402.20;2412.19;2424.56;2401.55;2039.22;2046.96;2052.19;2036.69;1300.64;1305.57;1308.91;1299.02;10388.68;4037.80;
31.07.2017;9026.81;9055.00;9101.81;9023.12;3270.01;3292.39;3303.64;3269.79;2372.65;2388.88;2397.04;2372.48;2024.87;2031.19;2041.20;2024.62;1291.49;1295.51;1301.90;1291.32;10310.53;4005.64;
28.07.2017;8990.84;9019.31;9042.35;8955.28;3255.87;3266.31;3275.44;3244.47;2362.38;2369.96;2376.59;2354.11;2015.45;2022.14;2027.31;2008.10;1285.48;1289.75;1293.04;1280.79;10263.55;3976.87;
27.07.2017;8983.04;9017.79;9061.83;8968.81;3257.16;3268.02;3280.54;3256.91;2363.32;2371.20;2380.28;2363.14;2012.13;2021.98;2031.57;2011.61;1283.36;1289.64;1295.76;1283.03;10262.63;3977.86;
26.07.2017;8965.79;8990.34;9023.15;8961.57;3229.76;3258.00;3260.49;3225.26;2343.44;2363.93;2365.73;2340.17;2008.72;2015.82;2022.17;2007.77;1281.18;1285.71;1289.76;1280.58;10231.40;3965.76;
25.07.2017;8920.59;8937.90;8987.15;8912.20;3240.39;3220.61;3247.20;3215.08;2351.15;2336.80;2356.10;2332.79;2001.54;2002.61;2013.67;1998.92;1276.60;1277.29;1284.34;1274.93;10168.31;3935.66;
24.07.2017;8949.97;8898.23;8950.58;8887.07;3265.77;3236.47;3270.02;3236.47;2369.57;2348.31;2372.65;2348.31;2008.68;1996.11;2008.68;1994.36;1281.15;1273.14;1281.15;1272.03;10137.89;3948.31;
21.07.2017;9031.46;8938.68;9049.88;8935.50;3286.76;3261.01;3290.76;3255.90;2384.80;2366.12;2387.70;2362.40;2027.83;2005.96;2029.91;2005.06;1293.37;1279.42;1294.70;1278.85;10184.45;3967.22;
20.07.2017;9061.07;9027.37;9077.44;8992.12;3296.19;3287.52;3302.70;3274.44;2391.64;2385.35;2396.36;2375.85;2032.67;2025.40;2036.34;2017.52;1296.46;1291.82;1298.80;1286.79;10285.42;4006.42;
